Activity Id;Date;Type;Route Name;Distance (km);Duration;Average Pace;Average Speed (km/h);Calories Burned;Climb (m);Average Heart Rate (bpm);Friend's Tagged;Notes;GPX File
da0fce5b-5d06-492c-84fa-bc8960d2a741;13.10.2018 18:45;Running;;7.38;48:25:00;06:33;9.15;510;8;158;;;2018-10-13-184540.gpx
07b79dd1-5fda-4a8b-9361-39219b8043cb;25.07.2013 21:30;Running;;21.22;02:19:05;06:33;9.15;1309;173;119;;;2013-07-25-213044.gpx
730c02c2-bf66-472d-a1cc-7dcf59351259;01.11.2014 22:09;Running;;12.01;01:18:41;06:33;9.16;815.8308786;1766;147;;;2014-11-01-220953.gpx
2e9d1bf0-390c-48d0-b128-b268415db937;09.03.2017 19:19;Running;;5.51;36:13:00;06:34;9.13;493;467;129;Käsh,;;2017-03-09-191935.gpx
5af045bb-cc13-47dd-adfb-01900ffa2546;27.02.2013 08:10;Running;;8.45;55:34:00;06:34;9.13;498;56;145;;;2013-02-27-081029.gpx
d7bb63e1-2ac3-4037-9cc5-4aecf43b80fe;02.10.2011 06:30;Running;Route 03;3.05;20:00;06:34;9.14;146;6;150;;;2011-10-02-063000.gpx
f81a85ce-e8a7-4e5e-a554-598f477b5b1e;12.11.2014 20:11;Running;;3.58;23:30;06:34;9.15;241.6262485;623;152;;;2014-11-12-201159.gpx
e6b80e5a-ed3c-4f7b-894d-5f2a5f170919;13.06.2013 22:49;Running;;6.9;45:26:00;06:35;9.11;427;51;151;;;2013-06-13-224921.gpx
01a19aaa-4bad-4b26-8880-1ff8b5d420e4;18.07.2013 02:33;Running;;6.66;43:49:00;06:35;9.12;408;62;137;;;2013-07-18-023351.gpx
a1a11b7d-5a2c-44f4-bd52-43255cb732a5;21.01.2016 15:21;Cycling;;42.94;04:43:12;06:36;9.1;1695;405;;;;2016-01-21-152144.gpx
9a686730-b4ae-4664-9449-1ea2a309a1a0;07.04.2016 20:02;Running;;5.54;36:40:00;06:37;9.06;387;61;136;Käsh,;;2016-04-07-200237.gpx
2d1fef38-830d-48c7-b158-7854bc6e20d2;10.12.2012 06:16;Running;;8.7;57:35:00;06:37;9.06;548;65;116;;;2012-12-10-061611.gpx
29bd4c0c-cf46-40d0-90eb-b92d7c1f0283;28.03.2012 23:11;Running;;4.21;27:52:00;06:37;9.07;338;40;154;;;2012-03-28-231134.gpx
41c860f9-c522-49f2-ba1d-ae1c43f2ee58;06.08.2016 21:35;Running;;3.85;25:24:00;06:37;9.08;270;30;133;Käsh,;;2016-08-06-213532.gpx
f1cc0301-e12e-48a8-a380-2afdf8da3375;27.11.2015 13:41;Cycling;;8.93;59:19:00;06:38;9.03;390;88;;;;2015-11-27-134157.gpx
7f16670a-8c83-4f30-88ae-a47b93082be5;07.07.2016 14:01;Running;;2.65;17:40;06:39;9.01;186;28;114;;;2016-07-07-140117.gpx
bcbea199-9b4f-48ad-9b43-d7c53472ad5c;17.06.2013 01:16;Running;;5.19;34:31:00;06:39;9.01;316;42;143;;;2013-06-17-011647.gpx
ee27a6f3-a0e5-4b56-b95d-689a00101003;22.06.2016 22:14;Running;;10.13;01:07:19;06:39;9.03;681;80;136;;;2016-06-22-221433.gpx
77c04075-e079-43f7-a0e2-a1006e15feb9;14.03.2016 18:19;Running;;3.46;23:00;06:39;9.03;236;23;147;Käsh,;;2016-03-14-181949.gpx
4b46c5fa-a7e1-4dbf-af16-b7acb1a6dfd0;13.04.2016 10:08;Cycling;;75.35;08:22:40;06:40;8.99;3109;743;;;;2016-04-13-100839.gpx
fe9cdc7c-90ea-449b-ae73-f2d8da8eb0eb;23.04.2015 06:53;Running;;5.42;36:09:00;06:40;9;497;417;152;;;2015-04-23-065326.gpx
947c5ef7-f819-4d32-b192-fdec973e06e6;19.11.2012 19:57;Running;;18;01:59:53;06:40;9.01;1118;113;123;;;2012-11-19-195754.gpx
0a423baa-f647-4fc5-be97-13bab8e1f0c9;12.01.2016 14:36;Cycling;;43.65;04:52:00;06:41;8.97;1701;402;;;;2016-01-12-143610.gpx
a34d4b49-96d3-4080-9d57-d0e7a4fcc27c;13.06.2012 05:55;Running;;2.69;17:58;06:41;8.97;204;29;134;;;2012-06-13-055554.gpx
9981ddcb-a2a8-471c-bfaf-fc1c52d3e610;13.07.2016 16:34;Running;;2.18;14:31;06:41;8.98;152;20;160;;;2016-07-13-163436.gpx
d7297e99-24ec-43c3-adc0-c974a0e20013;19.09.2015 21:36;Running;;4.06;27:05:00;06:41;8.99;275;26;142;;;2015-09-19-213637.gpx
123150c2-543b-45fe-ab1a-85a828658072;15.03.2014 17:01;Running;;4.49;30:00:00;06:41;8.99;235;22;154;;#118boston;
d23f32cf-7454-403f-8837-4c9c42cfb5a8;28.10.2016 19:20;Running;;1.35;09:03;06:42;8.95;94;12;131;;;2016-10-28-192015.gpx
312f4013-dd7f-44d4-b6cc-cbc291627c61;13.09.2012 01:15;Running;;4.83;32:22:00;06:42;8.95;304;36;125;;1st run after 2 months break. Didnt cry, so ok. ;2012-09-13-011514.gpx
caee743e-fe53-448d-a3ea-27c2e96da427;31.05.2016 21:05;Running;;4.49;30:02:00;06:42;8.96;312;57;119;Käsh,;;2016-05-31-210503.gpx
e3f8625f-3c10-4739-98e1-cd19032fcb55;23.02.2013 14:05;Running;;5.31;35:38:00;06:43;8.93;328;45;124;;;2013-02-23-140521.gpx
b84f6d82-39e7-45c5-ac20-dc24b16d2253;21.10.2012 21:39;Running;;10.09;01:07:45;06:43;8.93;679;125;116;;Run was ok, chatting and few breaks. ;2012-10-21-213901.gpx
ef971231-1198-46cc-9532-5a9fd71a1cfa;08.11.2014 21:15;Running;;23.74;02:39:17;06:43;8.94;1610.48281;4056;117;;;2014-11-08-211501.gpx
1b18002a-e335-480f-b081-57ea995549db;15.04.2012 22:51;Running;;5.29;35:31:00;06:43;8.94;387;19;110;;;2012-04-15-225159.gpx
76f04cf8-86c1-4d1f-a180-9729cb25920e;29.01.2016 15:23;Cycling;;41.19;04:37:37;06:44;8.9;1601;409;;;;2016-01-29-152332.gpx
a8f811eb-da1b-48d3-919f-e379b7794ca8;29.08.2016 17:44;Running;;7.05;47:26:00;06:44;8.91;500;62;116;;;2016-08-29-174400.gpx
60892436-dc0a-4da7-b968-b49bedc5c2c3;03.04.2014 22:28;Running;;9.97;01:07:03;06:44;8.92;634;78;111;;#118forboston;
57d9e782-798d-4f40-abb9-e22282e46862;29.01.2017 18:48;Running;;4.61;31:04:00;06:45;8.89;410;390;159;Käsh,;;2017-01-29-184839.gpx
4087a9bb-98d4-4023-b732-279366b5b04e;28.10.2014 23:11;Running;;1.99;13:24;06:45;8.89;135.1906891;14;143;;;2014-10-28-231123.gpx
74b87495-767d-41df-9198-24ddc754e082;23.09.2013 02:22;Running;;9.1;01:01:24;06:45;8.89;438;63;156;;;2013-09-23-022213.gpx
16e5ca1f-efe1-4e55-a62e-ea9cd309610f;15.07.2013 02:30;Running;;5;33:49:00;06:46;8.87;304;45;145;;;2013-07-15-023033.gpx
c21665f5-5e96-4b85-9bc7-1bc1445868ca;21.01.2012 05:12;Running;;4.7;31:47:00;06:46;8.87;347;34;114;;Pain in stomach, several rests. I need more consistent training.;2012-01-21-051242.gpx
8b01a085-98d0-4e13-95e4-675e2bd0f842;05.06.2012 05:17;Running;;5.07;34:22:00;06:47;8.85;380;38;129;;;2012-06-05-051713.gpx
5c922cad-c477-4d80-b62a-3c70cc926898;23.08.2018 21:48;Running;;2.02;13:45;06:48;8.83;132;10;111;;;2018-08-23-214829.gpx
28894ee9-667e-4c3c-88d7-584ed3e74af8;24.01.2013 19:00;Running;;10.23;01:09:28;06:48;8.83;610;72;126;;;2013-01-24-190024.gpx
b1c8c256-6126-412d-a7f8-36ae75d69d7e;15.01.2016 10:10;Cycling;;84.7;09:38:04;06:49;8.79;3453;968;;;;2016-01-15-101010.gpx
ecaa5d69-f40e-484a-ae8a-6527b0d2f483;09.08.2014 00:12;Running;;5.23;35:41:00;06:49;8.79;325;39;113;;;2014-08-09-001213.gpx
66bed44e-da7e-41ce-9c36-9644edd96eb4;20.03.2016 17:32;Running;;9.11;01:02:01;06:49;8.81;666;160;139;Käsh,;;2016-03-20-173227.gpx
01a31b55-2dbb-471f-b1f0-be603ec36d17;25.01.2016 08:11;Cycling;;65.9;07:30:33;06:50;8.78;2615;724;;;;2016-01-25-081149.gpx
25b97c74-1d33-4628-93ce-c052e45c8c75;23.01.2013 22:22;Running;;9.56;01:05:19;06:50;8.78;580;66;116;;;2013-01-23-222201.gpx
b74fdd5d-3b51-4f1d-84ed-4fa78c1bf238;30.01.2016 17:58;Cycling;;2.49;17:01;06:50;8.79;98;16;;;;2016-01-30-175841.gpx
18b7bbe1-331a-491b-b830-f9b875dffa76;25.01.2016 06:56;Running;;2.09;14:19;06:52;8.73;144;16;138;;;2016-01-25-065602.gpx
7d021354-478f-46c2-8328-1ffe494ce6b5;04.06.2016 20:48;Running;;5.68;38:56:00;06:52;8.75;397;45;110;Käsh,;;2016-06-04-204857.gpx
41418a05-ba37-499d-bff4-318958e1547c;15.04.2016 14:52;Cycling;;41.21;04:44:28;06:54;8.69;1762;350;;;;2016-04-15-145215.gpx
00413330-0eea-4ded-bfd7-47d33b198fe8;18.05.2013 02:22;Running;;11.66;01:20:30;06:54;8.69;719;103;115;;;2013-05-18-022226.gpx
425e7bb0-66b2-4677-8769-f9c06a0497ed;21.02.2013 00:23;Running;;5.8;40:01:00;06:54;8.69;347;23;113;;Sprint intervall training on snow. Bah. ;2013-02-21-002332.gpx
a1a28953-e9e6-45e9-bd64-55b9beea5a00;17.09.2012 01:25;Running;;4.36;30:02:00;06:54;8.7;279;28;139;;;2012-09-17-012516.gpx
ac88b749-0e87-4e63-8388-cf4e0af573d1;08.05.2016 16:35;Running;;4.9;33:55:00;06:55;8.67;337;35;124;Käsh,;;2016-05-08-163509.gpx
71a9f99b-8fd7-4c47-8fb5-d04e828bed27;05.10.2011 06:33;Running;;3.9;27:00:00;06:55;8.67;179;10;153;;;2011-10-05-063300.gpx
e8839c33-d9ee-4690-a770-0acc5f9ec571;19.02.2019 18:13;Running;;4.4;30:24:00;06:55;8.68;341;280;132;Käsh,;;
3fc4712e-8778-46df-b5ee-336fefe3c912;04.12.2016 18:49;Running;;7.03;48:43:00;06:56;8.65;438;56;156;;;2016-12-04-184903.gpx
20b4fd53-1433-429a-8f02-b9da32356cc0;14.06.2016 17:27;Running;;2.12;14:44;06:56;8.65;151;17;151;;;2016-06-14-172709.gpx
edd19369-7ab2-42bc-8c49-2d86228a6e4f;08.07.2015 20:09;Running;;4.18;29:05:00;06:57;8.62;290;32;143;;;2015-07-08-200951.gpx
38532918-8b29-402e-88c6-744a53f386b8;11.11.2014 22:28;Running;;2.97;20:39;06:58;8.61;198.8647646;40;142;;;2014-11-11-222819.gpx
33e0dcdf-bd51-4de6-885d-1e8eb3391c5e;12.10.2013 20:59;Running;;4.86;33:52:00;06:58;8.61;300;39;142;;;2013-10-12-205909.gpx
02ff1a44-23fd-463c-953f-350c342e0811;19.12.2014 05:54;Running;;10.23;01:11:13;06:58;8.62;719.6443784;66;159;;;2014-12-19-055427.gpx
ea8757a8-0093-4e23-8fdb-73ea26b68552;05.07.2013 06:30;Running;;4.55;31:38:00;06:58;8.62;269;40;153;;;2013-07-05-063058.gpx
a4c22737-3b7d-4356-8273-5633eaca9b12;22.02.2013 06:04;Running;;7.43;51:55:00;06:59;8.59;456;57;110;;;2013-02-22-060404.gpx
53de4f31-e678-48d3-8f5e-073c02049183;22.12.2012 11:35;Running;;6.87;48:07:00;07:00;8.57;430;43;156;;;2012-12-22-113505.gpx
1369986d-e692-468d-9e85-7d1291d38ad8;18.08.2015 05:21;Running;;1.86;13:03;07:02;8.53;126;10;133;;;2015-08-18-052157.gpx
fd773f4a-cbec-498c-ad5a-a89e13e61452;19.07.2013 02:43;Running;;4.27;30:09:00;07:04;8.49;262;49;110;;;2013-07-19-024351.gpx
e08aa1bf-25d7-4cc1-bd5a-46a1b6a27e39;08.01.2015 08:19;Running;;3.1;21:59;07:05;8.46;204.9860522;100;121;;;2015-01-08-081918.gpx
4bc5ba55-a307-43c4-9cb8-35a4b1a353b6;25.10.2016 22:23;Running;;10.64;01:15:22;07:05;8.47;729;14;155;;;2016-10-25-222337.gpx
9bafdc8c-068e-478b-b739-57b093f57474;11.09.2015 19:51;Running;;10.87;01:17:14;07:06;8.44;746;75;131;;;2015-09-11-195144.gpx
5f4f19fa-6d40-4977-9830-a83b53239a70;22.06.2015 21:15;Running;;21.11;02:30:00;07:06;8.44;1522;509;157;;;2015-06-22-211523.gpx
fd4def2d-5230-44db-933c-7d0e51227ac3;14.12.2014 17:58;Running;;21.65;02:34:39;07:09;8.4;1512.814851;160;111;;;2014-12-14-175819.gpx
d346db03-a8e1-49d0-abc7-691c24d1f3f9;18.05.2014 15:06;Running;;4.23;30:19:00;07:10;8.36;230;21;150;;;2014-05-18-150646.gpx
b3d56e1a-da68-411a-9b85-695d01be65d2;04.12.2016 20:44;Running;;5.02;36:05:00;07:11;8.35;316;51;139;Käsh,;;2016-12-04-204454.gpx
5298acf7-e32a-4777-a4bf-b29ff8d70f91;29.01.2016 08:41;Cycling;;55.01;06:37:00;07:13;8.31;4983;4210;;;;2016-01-29-084108.gpx
ea3061cf-ffde-49c8-8b40-18ecc04b13c8;06.12.2014 22:27;Running;;27.72;03:20:00;07:13;8.32;1880;203;121;;;2014-12-06-222700.gpx
298c9228-2c12-4a64-9443-69fb2a2b3f8d;11.01.2015 15:05;Running;;16.33;01:58:09;07:14;8.29;1099.812429;113;139;;;2015-01-11-150530.gpx
314a3ba2-2faa-4ae3-aaf4-ed559ffd51e1;05.01.2016 23:20;Running;;4.59;33:10:00;07:14;8.3;311;29;146;;;2016-01-05-232042.gpx
504bc2b3-e371-4ddd-87d7-62b4f22e8d9a;01.12.2015 13:10;Cycling;;52.38;06:20:00;07:15;8.27;1843;257;;;;2015-12-01-131000.gpx
9fee787c-f883-4a75-a366-0642af3864d6;03.08.2016 19:01;Running;;8.19;59:33:00;07:16;8.25;559;59;142;;;2016-08-03-190137.gpx
ab995ca0-58ef-45dd-b829-3bcef407210b;21.09.2015 21:44;Running;;10.97;01:19:45;07:16;8.25;792;236;124;;;2015-09-21-214459.gpx
d6f735c9-c568-4f24-b652-9d76b943918c;21.05.2018 19:21;Running;;3.44;25:04:00;07:17;8.23;194;19;155;Käsh,;;2018-05-21-192133.gpx
471ec958-0238-4fe1-afc5-6f167d9c7252;31.07.2013 21:11;Running;;11.58;01:24:19;07:17;8.24;707;92;122;;;2013-07-31-211144.gpx
3ab3f20f-6dfa-40f0-8aef-4fa9ace65c30;01.03.2016 11:44;Cycling;;62.69;07:41:18;07:21;8.15;2800;633;;;;2016-03-01-114432.gpx
f7e502be-514d-459e-833f-cafa88ec9cff;11.05.2017 17:50;Running;;11.92;01:27:46;07:22;8.15;770;130;148;;;2017-05-11-175043.gpx
190a9c0b-64f6-461e-95e9-825b9417d356;08.09.2013 02:21;Running;;6.09;44:59:00;07:23;8.12;370;66;153;;;2013-09-08-022136.gpx
f2cf80e9-1200-4e2c-a4c5-1aebb2c83f03;30.05.2015 19:18;Running;;8.68;01:04:28;07:25;8.08;595;81;117;;;2015-05-30-191847.gpx
9a4698b1-a6a2-47ae-96f0-35e437c709c3;12.05.2013 02:22;Running;;5.38;39:55:00;07:25;8.09;333;52;132;;;2013-05-12-022200.gpx
5619f130-0296-4b34-b14b-5ad8c805472e;11.12.2015 13:48;Cycling;;47.6;05:54:00;07:26;8.07;2161;414;;;;2015-12-11-134840.gpx
2f71141a-f462-48d6-8160-1a51b1cde41f;19.08.2015 05:14;Running;;1.86;13:50;07:26;8.08;136;42;125;;;2015-08-19-051429.gpx
178ff267-5c09-46d1-88b2-f5d9561b927c;07.11.2015 20:23;Running;;2;15:00;07:30;8;151.4417318;0;160;;;
5360d71e-7000-46b8-8636-b9a99934d230;21.05.2014 20:08;Running;;21.21;02:38:58;07:30;8.01;2470;4626;159;;;2014-05-21-200837.gpx
27193c2b-2499-4a44-85b3-c411e7dc66a8;12.01.2016 20:23;Running;;4;30:06:00;07:32;7.96;280;35;150;Käsh,;;2016-01-12-202357.gpx
7d3e2281-3fb0-4fb2-b59d-45d5e7807e70;04.07.2013 02:16;Running;;5.07;38:10:00;07:32;7.97;283;48;132;;;2013-07-04-021648.gpx
5a2e5010-45c5-472c-82a9-f16fd83d83ff;19.05.2017 17:47;Running;;7.99;01:00:17;07:33;7.95;554;97;111;;;2017-05-19-174704.gpx
315a0c4c-93ab-4933-883d-72b5569901f1;01.02.2016 16:57;Running;;8.61;01:04:59;07:33;7.95;638;187;156;Käsh,;;2016-02-01-165712.gpx
e8d5b6f1-ec9c-4edc-a7d6-d4e0771988bb;27.04.2015 23:10;Running;;10.29;01:17:39;07:33;7.95;722;201;124;;;2015-04-27-231009.gpx
e8a2fed1-adb3-4983-84f4-104a3bfb51ee;15.07.2014 22:13;Running;;2.81;21:17;07:35;7.91;159;20;150;;;2014-07-15-221325.gpx
f4d4c40b-c4b0-485b-bd28-c93d209e13c0;20.09.2014 17:02;Running;;3.21;24:21:00;07:35;7.92;206;22;122;;;2014-09-20-170214.gpx
73de46b9-086b-42cb-a26a-ba39c2eee8ba;22.10.2013 19:52;Running;;4.76;36:18:00;07:37;7.87;314;45;119;;;2013-10-22-195257.gpx
d83e76e0-7e9c-4c3e-9472-26978012d00f;06.07.2013 08:10;Running;;6.04;46:00:00;07:37;7.87;351;46;132;;;2013-07-06-081033.gpx
c82a50ee-bd86-489a-a8b4-c6f54c5a3afa;01.12.2012 13:50;Running;;12.79;01:37:37;07:38;7.86;781;77;140;;;2012-12-01-135016.gpx
c56a133b-5143-4870-a40a-b9a9d39cb146;16.07.2016 13:45;Running;;2.13;16:17;07:39;7.84;147;20;126;;;2016-07-16-134513.gpx
65ed18a1-b85d-4da8-a396-bf3f6dddce52;04.01.2016 20:17;Cycling;;2.45;18:44;07:39;7.84;108;14;;;;2016-01-04-201707.gpx
a3e4e301-48e0-4cb1-8a5d-b4bdd988c24f;04.04.2014 23:10;Running;;5.08;38:53:00;07:40;7.83;311;37;118;;;2014-04-04-231022.gpx
b9f5b717-1000-4563-a60d-72f3922c19ef;05.04.2015 19:21;Running;;13.12;01:40:53;07:41;7.8;903;256;140;;;2015-04-05-192157.gpx
def70fe3-ec81-480a-a608-8b25480d722e;16.06.2015 20:14;Running;;7.06;54:18:00;07:42;7.8;505;124;145;Käsh,;;2015-06-16-201414.gpx
a62a0aaf-488e-4e34-8fd1-cf899e96a166;04.02.2016 13:41;Running;;2.25;17:27;07:46;7.72;158;20;116;;;2016-02-04-134102.gpx
f43cdb3f-d0a7-487d-9e1e-ffa00ddd6c2c;17.01.2016 20:02;Running;;4.84;37:46:00;07:48;7.69;340;47;138;Käsh,;;2016-01-17-200234.gpx
67edbaaf-0183-403a-a41a-c9bfdf601643;21.08.2013 02:19;Running;;17.73;02:18:37;07:49;7.68;1050;136;143;;;2013-08-21-021929.gpx
16ac9990-434a-459a-9d0e-7855602dc834;05.05.2013 23:58;Running;;4.23;33:01:00;07:49;7.68;255;30;126;;;2013-05-05-235804.gpx
02d534cb-7836-4a8a-baa9-f1a18c6358b2;11.08.2019 21:08;Running;;3.56;27:57:00;07:51;7.65;250;27;120;Käsh,Käsh,;;2019-08-11-210845.gpx
8469d818-6892-4667-ad9e-60c2d53da7a3;20.07.2020 22:45;Running;;3.88;30:33:00;07:52;7.62;214;6;128;;;2020-07-20-224521.gpx
e2f5589f-0528-4e9d-9846-526b95aaae81;19.07.2015 15:14;Running;;9.74;01:16:42;07:53;7.62;684;243;141;;;2015-07-19-151428.gpx
bf49c955-54fd-4650-a557-0513d6b59961;10.06.2017 18:55;Running;;3.5;27:40:00;07:54;7.59;233;29;113;;;2017-06-10-185515.gpx
09bd00df-5553-49e7-9ece-d0aa366f5123;11.04.2013 18:43;Running;;3.69;29:11:00;07:55;7.57;223;27;112;;;2013-04-11-184330.gpx
dcdc4667-77f0-4109-b3bb-a106a8467f67;07.10.2015 15:28;Running;;6.87;54:23:00;07:55;7.58;472;75;113;;;2015-10-07-152806.gpx
6c8acaf0-9e11-41af-9f8a-8b04dc550389;30.06.2015 21:17;Running;;7.46;59:31:00;07:59;7.52;510;58;140;;;2015-06-30-211735.gpx
b85d7719-86f1-499e-89c7-c6d4041d4485;19.05.2016 16:52;Cycling;;9.04;01:13:28;08:07;7.38;401;60;;;;2016-05-19-165254.gpx
3356adb9-d8ba-4847-84e5-a83fbaac34d1;03.07.2013 05:57;Running;;6.63;54:09:00;08:10;7.35;379;42;135;;;2013-07-03-055748.gpx
3f3cf538-e13d-4269-a828-81e0d0a7b256;04.03.2016 14:52;Cycling;;22.68;03:05:31;08:11;7.34;1046;190;;;;2016-03-04-145222.gpx
f499ed05-b8d9-4f1e-a6b6-ebbad601455f;12.07.2015 18:33;Cycling;;5.43;44:32:00;08:12;7.31;134;64;;;;2015-07-12-183300.gpx
370aa33a-9cea-4cb9-9a59-e9efe7c85bbc;28.01.2016 15:54;Cycling;;46.89;06:25:32;08:13;7.3;2155;415;;;;2016-01-28-155442.gpx
1670ab9b-530c-4291-87fc-270c46e3d5d3;11.09.2017 21:24;Running;;2.27;18:50;08:17;7.24;134;1;117;;;2017-09-11-212415.gpx
7488ba84-16d9-4cfa-8978-dcbde1305b0f;17.09.2012 01:56;Running;;3.8;31:42:00;08:20;7.2;237;31;149;;;2012-09-17-015608.gpx
98fc2d8a-3cfa-4c99-941b-6c8e46aa4974;13.08.2015 21:05;Running;;2.75;23:11;08:25;7.12;201;55;141;;;2015-08-13-210520.gpx
0c51a746-3fd5-4495-8514-1de096cca0b7;03.10.2013 02:24;Running;;5.07;42:48:00;08:26;7.11;299;50;115;;;2013-10-03-022422.gpx
e2f6e3a9-e0a4-4294-89f1-787676a11b5a;30.08.2015 14:06;Running;;7.91;01:07:02;08:29;7.08;544;43;136;;;2015-08-30-140603.gpx
c3b0bcd3-b0df-4656-b1d4-363979d08e89;01.04.2013 12:18;Running;;4.45;38:00:00;08:32;7.03;268;57;157;;;2013-04-01-121857.gpx
688e0752-4696-4697-81cd-f0156d9d7c9a;11.02.2015 22:48;Running;;6.59;56:25:00;08:33;7.01;439;45;128;;;2015-02-11-224803.gpx
523c09c1-ffa8-4854-a5be-dd7494f7cb15;29.05.2017 20:25;Running;;12.11;01:44:05;08:36;6.98;793;130;126;;;2017-05-29-202501.gpx
78a65e52-df03-42bc-b213-871c71ff3ac1;21.05.2015 19:23;Running;;11.08;01:35:14;08:36;6.98;741;111;128;;;2015-05-21-192304.gpx
a82ef756-0131-4a8e-8c45-989b004f6b40;14.01.2016 12:36;Cycling;;0.79;06:46;08:37;6.96;39;6;;;;2016-01-14-123627.gpx
2d76728a-dca0-4c07-ba84-4a40bfdf06a2;02.07.2013 06:42;Running;;4.02;34:43:00;08:38;6.95;233;50;122;;;2013-07-02-064222.gpx
25af2914-9d94-4dcb-ac32-682a0f7d7d71;15.05.2013 23:08;Running;;7.94;01:08:47;08:39;6.93;472;38;159;;;2013-05-15-230821.gpx
7f488ab2-dd62-430c-8ec1-7f84290fc7ab;11.01.2016 18:05;Cycling;;4.57;39:36:00;08:40;6.92;220;41;;;;2016-01-11-180535.gpx
32b4bc4d-26a5-4610-9e70-1305f857dddb;13.03.2017 20:17;Running;;11.3;01:37:49;08:40;6.93;770;99;116;;;2017-03-13-201713.gpx
41708007-bb7a-449d-ad42-92bd9ef36612;16.05.2015 19:04;Running;;8.88;01:17:06;08:41;6.91;570;87;142;;;2015-05-16-190455.gpx
af5d235a-1046-4c77-8990-6d0aa7fc8465;14.01.2017 18:33;Running;;0.2;01:47;08:43;6.88;12;0;121;;;2017-01-14-183314.gpx
d38d8a14-e7e1-4347-b421-688bac0636e1;14.10.2014 07:39;Running;;2.05;17:55;08:46;6.85;143.1393671;16;126;;;2014-10-14-073921.gpx
22892819-9ece-48f8-b1aa-72632e084e7e;20.04.2016 14:47;Cycling;;22.74;03:19:35;08:47;6.84;2660;1347;;;;2016-04-20-144713.gpx
cedc72c1-975d-4e3b-9266-3bb7acb3a465;22.10.2015 08:39;Cycling;;2.63;23:06;08:47;6.84;134;34;;;;2015-10-22-083926.gpx
1b050939-9873-47d2-aded-152e4f32b049;17.04.2013 02:29;Running;;4.7;41:45:00;08:53;6.75;274;39;142;;;2013-04-17-022956.gpx
5451ab63-948e-45ce-9713-2300126fe299;03.02.2016 17:06;Cycling;;4.64;41:08:00;08:53;6.76;239;42;;;;2016-02-03-170629.gpx
3f3b8a68-93b9-4593-8fe8-394e9f2de28c;02.12.2015 09:15;Running;;41.91;06:15:00;08:57;6.71;2461;177;126;;;2015-12-02-091500.gpx
70b510d6-481f-493e-8117-a1b362d153a3;25.06.2015 18:55;Running;;8.07;01:12:37;09:00;6.67;538;61;113;;;2015-06-25-185544.gpx
04944313-3a22-491f-bfdf-1d22472b04a0;31.05.2013 23:21;Running;;6.71;01:00:21;09:00;6.67;442;45;130;;;2013-05-31-232139.gpx
282f8122-6a74-406c-826d-b2bf677e86ad;10.08.2013 15:26;Running;;5.61;50:52:00;09:04;6.62;327;44;113;;;2013-08-10-152626.gpx
cc6b3462-334d-41a5-a3c3-053114dfc98f;30.08.2013 22:36;Running;;6.56;01:00:21;09:12;6.52;354;40;117;;;2013-08-30-223611.gpx
80467a52-66aa-46a1-ac7e-6c7fc1381b1f;07.07.2013 00:16;Running;;5.34;49:04:00;09:12;6.53;291;50;147;;;2013-07-07-001627.gpx
b50d0243-9abf-4abe-8c09-820ff9650bc7;15.11.2014 21:20;Running;;13.16;02:01:52;09:16;6.48;863.0088976;99;156;;;2014-11-15-212030.gpx
f0b59d84-41b6-458c-aa44-9a0b6bd4c1ab;12.10.2015 17:45;Running;Acropolis run;0.72;06:44;09:20;6.43;47;5;146;;;2015-10-12-174556.gpx
cb093420-62cb-4b2c-82e9-ca1170e0696a;26.08.2019 22:02;Running;;3.3;30:55:00;09:22;6.4;174;9;157;;;2019-08-26-220210.gpx
5f42c514-f8c7-41ef-9ae9-35f6275d7e0a;04.10.2012 09:53;Running;;8.37;01:18:30;09:23;6.4;531;45;158;;Sucky run;2012-10-04-095335.gpx
a68b5d6d-f7a5-47b8-8784-b5dacb5e00b9;28.10.2015 20:14;Running;;2.62;24:48:00;09:28;6.34;171;20;157;;;2015-10-28-201445.gpx
056e115b-fac1-41c3-9f09-74a8ae8adce0;13.11.2014 20:05;Running;;6.89;01:05:22;09:29;6.32;473.7237795;49;155;;;2014-11-13-200502.gpx
e5cc8f53-b9de-40bb-ac86-5e0473f3c6d6;04.05.2013 22:27;Running;;3.17;30:05:00;09:29;6.32;164;30;113;;;2013-05-04-222754.gpx
bd080967-1725-4a56-ab9c-481f2a81a2ea;18.08.2016 20:05;Running;;4.43;42:09:00;09:31;6.3;280;48;110;Käsh,;;2016-08-18-200512.gpx
d1ab9c58-e1c6-4472-9f9d-4275baef10fa;07.01.2016 08:10;Cycling;;69.34;11:00:00;09:31;6.3;3066;325;;;;2016-01-07-081000.gpx
affccfef-533d-408b-83e5-d7ae5bb4baf9;07.02.2016 18:21;Running;;4.52;43:13:00;09:34;6.27;334;36;145;;;2016-02-07-182107.gpx
2279f44c-179f-4349-a220-de6da7be1047;21.04.2014 14:36;Running;;6.95;01:06:45;09:37;6.24;423;31;111;;#118forboston;2014-04-21-143639.gpx
64574b08-6b24-4b63-9521-ac5ffafe4983;14.10.2013 21:03;Running;;9.56;01:32:11;09:39;6.22;558;76;112;;;2013-10-14-210341.gpx
8bbabbbc-c599-4e85-94d4-b2f74c2930a0;20.07.2015 20:39;Cycling;;5.22;50:33:00;09:41;6.19;293;75;;;;2015-07-20-203931.gpx
